stories_id,publish_date,title,url,language,ap_syndicated,inlink_count,facebook_share_count,outlink_count,media_inlink_count,media_id,media_name,media_url
655907846,7/12/17 1:41,Trump heads to Paris for Bastille Day,http://www.washingtontimes.com/news/2017/jul/12/trump-heads-to-paris-for-bastille-day/?utm_source=RSS_Feed&utm_medium=RSS,en,,0,0,0,0,101,Washington Times,
664383931,7/12/17 8:00,Donald Trump asks Preet Bharara to stay on as U.S. attorney for New York,http://www.washingtontimes.com/news/2016/nov/30/donald-trump-asks-preet-bharara-stay-us-attorney-n/,en,,0,73,0,0,101,Washington Times,
655337091,7/10/17 21:39,Democrats continue to beat a dead horse,http://www.washingtontimes.com/news/2017/jul/10/another-dead-horse-another-beating/?utm_source=RSS_Feed&utm_medium=RSS,en,,0,0,0,0,101,Washington Times,
657571395,7/14/17 15:41,Russian-American at Trump Jr. meeting is ex-military officer,http://www.washingtontimes.com/news/2017/jul/14/russian-american-at-trump-jr-meeting-is-ex-militar/?utm_source=RSS_Feed&utm_medium=RSS,en,,0,1,0,0,101,Washington Times,
657038402,7/13/17 20:28,Inside the Beltway: Soaring stock market a symbol of the Trump age,http://www.washingtontimes.com/news/2017/jul/13/inside-the-beltway-soaring-stock-market-a-symbol-o/?utm_source=RSS_Feed&utm_medium=RSS,en,,0,0,0,0,101,Washington Times,
655255490,7/10/17 20:35,"Natalia Veselnitskaya, Russian lawyer who contacted Donald Trump Jr., investigated in U.S.",http://www.washingtontimes.com/news/2017/jul/10/natalia-veselnitskaya-russian-lawyer-who-contacted/?utm_source=RSS_Feed&utm_medium=RSS,en,,0,429,0,0,101,Washington Times,
710987784,7/13/17 2:50,The Latest: Macron: Important to maintain contact with Putin,http://feedproxy.google.com/~r/FOREIGN-TheWashingtonTimesAmericasNewspaper/~3/BMU9sjscRUA/,en,,0,0,0,0,101,Washington Times,
657034194,7/13/17 19:33,"Donald Trump, with Emmanuel Macron, downplays Russia scandal",http://www.washingtontimes.com/news/2017/jul/13/donald-trump-with-emmanuel-macron-downplays-russia/?utm_source=RSS_Feed&utm_medium=RSS,en,,0,34,0,0,101,Washington Times,
656560409,7/13/17 2:45,Trump seeks consensus with France despite differences,http://www.washingtontimes.com/news/2017/jul/13/trump-seeks-consensus-with-france-despite-differen/?utm_source=RSS_Feed&utm_medium=RSS,en,,0,1,0,0,101,Washington Times,
1038216942,7/9/17 0:00,"Oh No! Trump Jr., Jared Kushner Met With Russian Lawyer!",https://pjmedia.com/trending/2017/07/09/oh-no-trump-jr-jared-kushner-met-with-russian-lawyer/,en,,1,40,2,1,19082,PJMedia,
934050400,7/13/17 0:00,Sessions Pressed on Settlement with Company Linked to Trump Jr. Russian Lawyer,https://pjmedia.com/news-and-politics/2017/07/13/sessions-pressed-on-settlement-with-company-linked-to-trump-jr-russian-lawyer/,en,,0,11,0,0,19082,PJMedia,
588724165,3/3/17 3:03,Mark Levin to Congress: Investigate Obama’s ‘Silent Coup’ vs. Trump,http://feedproxy.google.com/~r/breitbart/~3/2jtG9YwNOyo/,en,,1,117084,0,1,19334,Breitbart,
656310840,7/12/17 13:27,Leaked Email: Clinton Campaign ‘Killed’ Bloomberg Story Linking Bill’s $500k Moscow Speech To Russia-Friendly Stance,http://feedproxy.google.com/~r/breitbart/~3/_wGGay0zhBQ/,en,,0,22299,2,0,19334,Breitbart,
654434320,7/8/17 20:26,"Reports: Donald Trump Jr., Jared Kushner Met with Kremlin-Linked Lawyer",http://feedproxy.google.com/~r/breitbart/~3/52ISDtRkw68/,en,,0,2336,1,0,19334,Breitbart,
656476575,7/12/17 23:56,The Hill: DOJ Let Russian Lawyer into US Before She Met with Trump Team,http://feedproxy.google.com/~r/breitbart/~3/bkBAFBNNtns/,en,,0,3223,0,0,19334,Breitbart,
654772589,7/9/17 14:15,Priebus: Trump Team Meeting With Russian Lawyer ‘May Spin Out of Control for DNC’,http://feedproxy.google.com/~r/breitbart/~3/SGmIa8z9RSY/,en,,0,2397,0,0,19334,Breitbart,
655221851,7/10/17 17:34,The ‘Russian Lawyer Meeting’ Story Is a Giant Red Herring,http://feedproxy.google.com/~r/breitbart/~3/vkiYpW4GKvM/,en,,0,9645,1,0,19334,Breitbart,
681391802,7/12/17 22:14,Chuck Grassley Asks How Russian Lawyer Who Met With Trump Jr. Was Allowed to Stay in U.S.,http://www.breitbart.com/big-government/2017/07/12/chuck-grassley-asks-russian-lawyer-met-trump-jr-allowed-stay-u-s/,en,,0,42,1,0,19334,Breitbart,
655712417,7/11/17 13:21,"NY Times, Washington Post Russia Conspiracy Stories Drop At Strategic Times",http://feedproxy.google.com/~r/breitbart/~3/4s_8nbzdsZE/,en,,0,272,3,0,19334,Breitbart,
665667505,7/10/17 4:11,Donald Jr. and Team Trump's Shifting Russia Stories,http://www.weeklystandard.com/donald-jr.-and-team-trumps-shifting-russia-stories/article/2008762,en,,1,924,2,1,366705,weeklystandard.com,
1294927280,7/11/17 19:21,Top Dem: Intelligence Committee Will Ask 'Everyone Connected' with Trump Jr. Meeting to Appear,http://www.weeklystandard.com/top-dem-intelligence-committee-will-ask-everyone-connected-with-trump-jr.-meeting-to-appear/article/2008787?custom_click=rss,,,0,5,1,0,366705,weeklystandard.com,
1294927286,7/11/17 7:28,What Did Trump Jr. Know and When Did He Know It?,http://www.weeklystandard.com/what-did-trump-jr.-know-and-when-did-he-know-it/article/2008773?custom_click=rss,,,0,5,0,0,366705,weeklystandard.com,
1294927279,7/13/17 23:37,Wrapped in an Enigma,http://www.weeklystandard.com/wrapped-in-an-enigma/article/2008824?custom_click=rss,,,0,17,0,0,366705,weeklystandard.com,
1247830987,7/14/17 0:05,Who’s Colluding With Whom?,https://spectator.org/whos-colluding-with-whom/,en,,1,384,1,1,21919,The American Spectator,
634956811,undateable,EXCLUSIVE: FBI ‘Granted FISA Warrant’ Covering Trump Camp’s Ties To Russia,https://heatst.com/world/exclusive-fbi-granted-fisa-warrant-covering-trump-camps-ties-to-russia/,en,,1,15978,0,1,285605,HeatStreet,
712463296,7/9/17 17:32,The New York Post: Trump Jr. met with Russian who promised damaging info on Clinton: report,http://www.marketwatch.com/news/story.asp?guid=%7BB8543010-64EC-11E7-A176-5A2FCB9C892E%7D&siteid=rss&rss=1,en,,0,0,1,0,285605,HeatStreet,
666183413,undateable,Knife-wielding Man Arrested at Trump Tower Sought Ivanka ‘Meeting’ » Alex Jones' Infowars: There's a war on for your mind!,https://www.infowars.com/knife-wielding-man-arrested-at-trump-tower-sought-ivanka-meeting/,en,,1,1630,0,1,18515,InfoWars,
657656027,7/14/17 20:03,Shep Smith explodes over Russian meeting: &#8216;The deception&#8230; is mind-boggling!&#8217;,http://www.theblaze.com/news/2017/07/14/shep-smith-explodes-over-russian-meeting-the-deception-is-mind-boggling/,en,,1,2508,0,1,22088,The Blaze,
656346917,7/12/17 17:15,"Commentary: In wake of Trump Jr. emails, conservatives are at a crucial crossroads — choose wisely",http://www.theblaze.com/news/2017/07/12/commentary-in-wake-of-trump-jr-emails-conservatives-are-at-a-crucial-crossroads-choose-wisely/,en,,0,21,0,0,22088,The Blaze,
657656032,7/14/17 18:56,Breaking: More revelations about who was at Russian meeting with Trump Jr.,http://www.theblaze.com/news/2017/07/14/breaking-more-revelations-about-who-was-at-russian-meeting-with-trump-jr/,en,,0,759,2,0,22088,The Blaze,
656931251,7/13/17 16:10,CNN historian likens Trump family to the mafia,http://www.theblaze.com/news/2017/07/13/cnn-historian-likens-trump-family-to-the-mafia/,en,,0,23,0,0,22088,The Blaze,
655099186,7/10/17 12:38,&#8216;Borders on treason&#8217;: NYT reports Donald Trump Jr. met with Russian lawyer for dirt on Clinton,http://www.theblaze.com/news/2017/07/10/borders-on-treason-nyt-reports-donald-trump-jr-met-with-russian-lawyer-for-dirt-on-clinton/,en,,0,35,1,0,22088,The Blaze,
656279758,7/12/17 14:30,Noted legal scholar throws cold water on claims that Donald Trump Jr. committed treason,http://www.theblaze.com/news/2017/07/12/noted-legal-scholar-throws-cold-water-on-claims-that-donald-trump-jr-committed-treason/,en,,0,53,0,0,22088,The Blaze,
712595366,7/11/17 7:35,Russian Lawyer Who Met With Trump Jr. Says She Has No Connection to Kremlin,http://freebeacon.com/politics/russian-lawyer-met-trump-jr-says-no-connection-kremlin/,en,,1,1310,2,1,25649,Free Beacon,
712589169,7/12/17 14:31,FBI Nominee Wray on Russia Investigation: Not a ‘Witch Hunt’,http://freebeacon.com/politics/wray-russia-investigation-not-witch-hunt/,en,,0,0,0,0,25649,Free Beacon,
712597213,7/10/17 19:00,CNN Calls Out Coons for Speculating About Trump Meetings,http://freebeacon.com/politics/cnn-calls-coons-speculating-trump-meetings/,en,,0,159,0,0,25649,Free Beacon,
712574648,7/14/17 17:10,Shepard Smith Goes Off on Trump Orbit Over Expanding Russia Story: ‘The Deception Is Mind-Boggling’,http://freebeacon.com/uncategorized/shepard-smith-goes-off-on-trump-orbit-over-expanding-russia-story-the-deception-is-mind-boggling/,en,,0,98,0,0,25649,Free Beacon,
712583164,7/12/17 22:12,Trump Defends Son’s Meeting With Russian Lawyer: ‘Many People Would Have Held That Meeting’,http://freebeacon.com/politics/trump-defends-sons-meeting-russian-lawyer-many-people-held-meeting/,en,,0,1,0,0,25649,Free Beacon,
712574578,7/11/17 12:45,Report: Trump Jr. on Potentially Getting Dirt on Clinton From Russians: ‘I Love It’,http://freebeacon.com/politics/report-trump-jr-on-potentially-getting-dirt-on-clinton-i-love-it/,en,,0,705,0,0,25649,Free Beacon,
712576804,7/10/17 8:59,Report: Trump Jr. Met with Russian Lawyer Who Promised Damaging Info on Clinton,http://freebeacon.com/politics/report-trump-jr-met-russian-lawyer-promised-damaging-info-clinton/,en,,0,0,2,0,25649,Free Beacon,
712572495,7/12/17 11:50,Trump: My White House Is ‘Functioning Perfectly’,http://freebeacon.com/politics/trump-white-house-functioning-perfectly/,en,,0,786,1,0,25649,Free Beacon,
698688985,undateable,Report: Trump Jr. Was Told in Email About Russian Government's Efforts to Aid His Father's Candidacy,http://freebeacon.com/politics/report-trump-jr-told-email-russian-governments-efforts-aid-fathers-candidacy/,en,,0,11,1,0,25649,Free Beacon,
698200095,undateable,Trump Jr.: 'I've Probably Met With Other People From Russia',http://freebeacon.com/politics/trump-jr-ive-probably-met-with-other-people-from-russia/,en,,0,1,2,0,25649,Free Beacon,
655800845,7/11/17 20:01,Who showed Trump Jr’s emails to the New York Times?,http://hotair.com/archives/2017/07/11/showed-trump-jrs-emails-new-york-times/,en,,1,154,2,1,117,Hot Air  ,
655065310,7/10/17 8:01,The Trump-Russia “smoking gun” number 147,http://hotair.com/archives/2017/07/10/trump-russia-smoking-gun-number-147/,en,,0,344,0,0,117,Hot Air  ,
540183474,11/11/16 17:21,Trump: Maybe we can amend ObamaCare instead of repealing and replacing it,http://hotair.com/archives/2016/11/11/trump-maybe-we-can-amend-obamacare-instead-of-repealing-and-replacing-it/,en,,0,666,0,0,117,Hot Air  ,
657555592,7/14/17 16:04,Did the Russian lawyer offer Team Trump dirt from … the DNC hack?,http://hotair.com/archives/2017/07/14/russian-lawyer-offer-team-trump-dirt-dnc-hack/,en,,0,26,1,0,117,Hot Air  ,
657026305,7/13/17 20:01,"Trump: Hey, maybe “something could happen” on Paris accords",http://hotair.com/archives/2017/07/13/trump-hey-maybe-something-happen-paris-accords/,en,,0,9,1,0,117,Hot Air  ,
655117570,7/10/17 13:31,"35 minutes: Kellyanne Conway vs. Chris Cuomo on Trump Jr., Russiagate, and CNN",http://hotair.com/archives/2017/07/10/35-minutes-kellyanne-conway-vs-chris-cuomo-trump-jr-russiagate-cnn/,en,,0,45,3,0,117,Hot Air  ,
655065280,7/10/17 10:01,"Conway: “We were talking to people in Michigan, not Moscow”",http://hotair.com/archives/2017/07/10/conway-talking-people-michigan-not-moscow/,en,,0,49,1,0,117,Hot Air  ,
657515556,7/14/17 8:41,NBC: Fifth person in Veselnitskaya meeting was former Soviet intel agent; Update: Sixth person? Update: AP identifies,http://hotair.com/archives/2017/07/14/nbc-fifth-person-veselnitskaya-meeting-former-kgb/,en,,0,85,0,0,117,Hot Air  ,
695436663,7/11/17 16:34,Don Jr.’s Disgraceful Meeting,http://www.nationalreview.com/article/449384/donald-trump-jrs-meeting-russian-lawyer-email-revelations,en,,0,0,0,0,1117,National Review,
654671096,7/9/17 12:23,The Latest Russia Non-Bombshell,https://www.nationalreview.com/corner/449337/trump-russia-collusion-another-non-bombshell,en,,0,76,1,0,1117,National Review,
693686259,7/12/17 14:33,Don Jr. and the Magnitsky Myth,http://www.nationalreview.com/corner/449419/donald-trump-jr-meets-magnitsky-act-propaganda,en,,0,2,0,0,1117,National Review,
699108419,7/11/17 4:47,Just What Did Donald Trump Jr. Know Going Into That Meeting?,http://www.nationalreview.com/corner/449367/just-what-did-donald-trump-jr-know-going-meeting,en,,0,6,1,0,1117,National Review,
655814295,7/11/17 20:34,Don Jr.’s Disgraceful Meeting ,https://www.nationalreview.com/article/449384/donald-trump-jrs-meeting-russian-lawyer-email-revelations,en,,0,293,0,0,1117,National Review,
656470105,7/12/17 23:28,TRUMP JR.&#x92;S EMAILS UNDERMINE COLLUSION CONSPIRACY THEORY,http://www.freerepublic.com/focus/f-news/3568792/posts,,,0,1,1,0,304,Free Republic,
656005991,7/12/17 6:19,"Natalia Veselnitskaya Pictured With Obama Officals in DC on June 14th, 2016",http://www.freerepublic.com/focus/f-news/3568587/posts,,,0,18,3,0,304,Free Republic,
656734803,7/13/17 9:34,Don Jr.&#x27;s Emails Show Poor Judgment &#x97; Not Evidence of Treason,http://www.freerepublic.com/focus/f-news/3568865/posts,,,0,0,0,0,304,Free Republic,
657691476,7/14/17 21:53,"I met Don Jr and Jared at Trump Tower and we DID give them dirt on Dems, says Soviet spook
",http://www.freerepublic.com/focus/f-news/3569354/posts,en,,0,0,1,0,304,Free Republic,
654736563,7/9/17 19:02,CNN and lefties now pushing &#x22;Trump Jr. met with Russian Lawyer with &#x27;ties&#x27; to Kremlin&#x22;.,http://www.freerepublic.com/focus/f-chat/3567954/posts,,,0,0,0,0,304,Free Republic,
657322824,7/14/17 8:15,Former Soviet Counter Intelligence Officer at Meeting With Donald Trump Jr. and Russian Lawyer,http://www.freerepublic.com/focus/f-news/3569159/posts,,,0,0,1,0,304,Free Republic,
654416711,7/8/17 20:13,Donald Trump Jr. gathered members of campaign for meeting with Russian lawyer before election,http://www.freerepublic.com/focus/f-news/3567760/posts,en,,0,0,1,0,304,Free Republic,
656129642,7/12/17 9:55,PRESIDENT TRUMP Defends Son Don Jr. from Democrat Media in Greatest Witchhunt in Political History,http://www.freerepublic.com/focus/f-news/3568623/posts,,,0,0,1,0,304,Free Republic,
654730782,7/9/17 18:40,Report: Trump Jr. was promised damaging info on Clinton,http://www.freerepublic.com/focus/f-news/3567951/posts,,,0,0,1,0,304,Free Republic,
1038216956,33:10.4,Trump Team Met With Lawyer Linked to Kremlin During Campaign,http://www.freerepublic.com/focus/f-chat/3567734/posts,,,0,4,0,0,304,Free Republic,
657295201,7/14/17 7:35,The Curious Case of Natalia Veselnitskaya,http://www.freerepublic.com/focus/f-news/3569148/posts,en,,0,0,1,0,304,Free Republic,
657086328,7/13/17 23:51,Trump lauds Macron and France and its &#x27;unbreakable ties&#x27; with the US,http://www.freerepublic.com/focus/f-news/3569118/posts,,,0,0,1,0,304,Free Republic,
656761081,7/13/17 10:27,Russian lawyer who met with Trump Jr. has long history fighting sanctions (strip-searched on entry),http://www.freerepublic.com/focus/f-news/3568878/posts,,,0,0,0,0,304,Free Republic,
657498715,7/14/17 14:10,Russian Lawyer Reportedly Offered Dirt On DNC Just Days Before Document Dump,http://www.freerepublic.com/focus/f-news/3569248/posts,,,0,0,1,0,304,Free Republic,
654650016,7/9/17 12:22,"Oh No! Trump Jr., Jared Kushner Met With Russian Lawyer!",http://www.freerepublic.com/focus/f-news/3567896/posts,en,,0,4,1,0,304,Free Republic,
656269314,7/12/17 14:33,Natalia Veselnitskaya a Democrat plant?,http://www.freerepublic.com/focus/f-news/3568710/posts,en,,0,0,0,0,304,Free Republic,
656413213,7/12/17 20:31,Senator Asks Why Russian Attorney Was Allowed to Come to US Without Visa,http://www.freerepublic.com/focus/f-news/3568758/posts,,,0,0,1,0,304,Free Republic,
655208709,7/10/17 18:02,"McCain Sent a Minion to Pick Up Dirt on Candidate Trump, and Hillary",http://www.freerepublic.com/focus/f-news/3568187/posts,,,0,1,1,0,304,Free Republic,
657006725,7/13/17 19:27,Trump Jr. pitch was part of broad Russian effort,http://www.freerepublic.com/focus/f-news/3569054/posts,,,0,0,1,0,304,Free Republic,
655787210,7/11/17 19:40,Well Lookie Here=&#x3E; Russian Lawyer Veselnitskaya is Pictured with Obama Ambassador to Russia &#x96; 8..,http://www.freerepublic.com/focus/f-news/3568518/posts,en,,0,8,1,0,304,Free Republic,
657483453,7/14/17 13:22,Trump base stands by its man,http://www.freerepublic.com/focus/f-news/3569238/posts,,,0,0,0,0,304,Free Republic,
656734769,7/13/17 9:54,TOP HILLARY SUPPORTER Was Russian Lawyer Veselnitskaya&#x92;s Chaperone in Washington DC,http://www.freerepublic.com/focus/f-news/3568870/posts,en,,0,3,1,0,304,Free Republic,
655627938,7/11/17 12:42,Trump Jr. E-mail Chain,http://www.freerepublic.com/focus/f-news/3568401/posts,en,,0,0,0,0,304,Free Republic,
654403193,7/8/17 18:19,Trump Team Met With Lawyer Linked to Kremlin During Campaign,http://www.freerepublic.com/focus/f-news/3567734/posts,,,0,0,1,0,304,Free Republic,
656875066,7/13/17 14:13,How Russia-gate Met the Magnitsky Myth,http://www.freerepublic.com/focus/f-news/3568967/posts,,,0,0,1,0,304,Free Republic,
656510598,7/13/17 1:41,Senate Panel To Hear Testimony From Businessman Targeted By Trump Dossier Firm,http://www.freerepublic.com/focus/f-news/3568810/posts,,,0,0,2,0,304,Free Republic,
654766424,7/9/17 21:36,Trump&#x92;s Son Met With Russian Lawyer After Being Promised Damaging Information on Clinton,http://www.freerepublic.com/focus/f-chat/3567985/posts,,,0,0,1,0,304,Free Republic,
711501001,7/13/17 16:50,Who Is Russian Lawyer Natalia Veselnitskaya?,http://www.thedailysheeple.com/who-is-russian-lawyer-natalia-veselnitskaya_072017,en,,0,21,4,0,72925,thedailysheeple.com,
692428106,7/13/17 10:21,Why Did Loretta Lynch Grant Trump Jr’s Russian Lawyer A Special Visa To Enter America?,http://www.thedailysheeple.com/why-did-loretta-lynch-grant-trump-jrs-russian-lawyer-a-special-visa-to-enter-america_072017,en,,0,79,0,0,72925,thedailysheeple.com,
655734571,7/11/17 15:09,Full Disclosure: Trump Jr. Releases Emails Regarding Meeting With Russian Attorney,http://www.westernjournalism.com/full-disclosure-trump-jr-releases-emails-regarding-meeting-with-russian-attorney/,en,,0,1508,0,0,6338,Western Journalism Center,
656848936,7/13/17 12:51,Report: Russian Lawyer Who Met With Trump Jr. Let Into US By Obama DOJ Under &#8216;Extraordinary Circumstances&#8217;,http://www.westernjournalism.com/report-russian-lawyer-met-trump-jr-let-us-obama-doj-extraordinary-circumstances/,en,,0,1347,1,0,6338,Western Journalism Center,
654765170,7/9/17 21:36,UNHINGED: Univ. of NH prof wants FBI to &#8216;take note&#8217; of who liked Instagram post of guy who set up Trump Jr. meeting,http://twitchy.com/gregp-3534/2017/07/09/unhinged-univ-of-nh-prof-wants-fbi-to-take-note-of-who-liked-instagram-post-of-guy-who-set-up-trump-jr-meeting/,en,,0,500,0,0,24667,Twitchy,
657644971,7/14/17 19:09,&#8216;Why is it lie after lie after lie?&#8217; Shepard Smith has on air meltdown over Trump Jr. Russia story,http://twitchy.com/gregp-3534/2017/07/14/why-is-it-lie-after-lie-after-lie-shepard-smith-has-on-air-meltdown-over-trump-jr-russia-story/,en,,0,2813,2,0,24667,Twitchy,
692563512,7/13/17 8:00,"BOMBSHELL : Russian Lawyer Who Met Don Jr. Was OPENLY ANTI-TRUMP, Ally of Mccain",http://truthfeed.com/bombshell-russian-lawyer-who-met-don-jr-was-openly-anti-trump-ally-of-john-mccain/90920/,en,,0,18470,1,0,292314,truthfeed.com,
698746922,7/13/17 8:00,BREAKING : Loretta Lynch Helped Russian Lawyer Who Met with Don Jr. Enter the U.S.,http://truthfeed.com/breaking-bombshell-loretta-lynch-helped-russian-lawyer-who-met-with-don-jr-enter-the-u-s/90880/,en,,0,73322,1,0,292314,truthfeed.com,
800800224,7/14/17 1:20,"Media OBSESSES Over Don Jr, Ignores Hillary's Russia/Uranium Connection",http://truthfeed.com/media-obsesses-over-don-jr-ignores-hillarys-russiauranium-connection/91145/,en,,0,2670,1,0,292314,truthfeed.com,
801796167,7/14/17 11:07,"The ""Russian Lawyer"" Has Been Working With Democrats for YEARS",http://truthfeed.com/the-russian-lawyer-has-been-working-with-democrats-for-years/91261/,en,,0,2937,2,0,292314,truthfeed.com,
654401966,##########,"NYT report claims Trump Jr., Kushner and Manafort met with Kremlin lawyer BEFORE election&#8230;",http://therightscoop.com/nyt-report-claims-trump-jr-kushner-and-manafort-met-with-kremlin-lawyer-before-election/,en,,0,87,0,0,24707,Right Scoop,
697284001,##########,Dishonorable Meetings and Comey's Downfall,http://www.newsmax.com/JamesAGagliano/james-comey-loretta-lynch-trump-jr/2017/07/13/id/801452/,en,,0,0,0,0,25349,NewsMax,
713124792,##########,"Cuomo, Conway Spar Over CNN's Role, Trump Coverage",http://www.Newsmax.com/Politics/cuomo-conway-spar/2017/07/10/id/800779,en,,0,0,0,0,25349,NewsMax,
713097864,##########,Russian at Trump Tower Is Said to Have Gathered Ziff Details,http://www.Newsmax.com/Finance/StreetTalk/Russia-Trump-election-campaign/2017/07/12/id/801186,en,,0,0,0,0,25349,NewsMax,
713012042,##########,Russian Lawyer Who Met Trump Jr.: I Didn't Have Clinton Campaign Info,http://www.Newsmax.com/Politics/russia-lawyer-trump-jr-clinton/2017/07/11/id/800940,en,,0,0,1,0,25349,NewsMax,
713126140,##########,Conway: Clinton Was Best Source of Her Own Negative Info,http://www.Newsmax.com/Politics/kellyanne-conway-hillary-best-source-negative/2017/07/14/id/801639,en,,0,0,0,0,25349,NewsMax,
713017473,##########,McFaul: 'Rookie Mistake' No Reason for Don Jr.'s Russian Meeting,http://www.Newsmax.com/Politics/michael-mcfaul-rookie-mistake-donald-trump-jr-meeting/2017/07/13/id/801464,en,,0,0,0,0,25349,NewsMax,
942381344,7/8/17 0:00,NYT: Donald Trump Jr. Set Up Meeting With Russian Lawyer During Campaign | Newsmax.com,https://www.newsmax.com/Politics/Donald-Trump-Jr-meeting-Russian-lawyer/2017/07/08/id/800585/,en,,0,0,1,0,25349,NewsMax,
713047790,##########,Time Cover on Trump Jr.: 'Red-Handed',http://www.Newsmax.com/Politics/time-cover-trump-jr-red-handed/2017/07/13/id/801401,en,,0,0,0,0,25349,NewsMax,
697877170,##########,Trump Heads to Paris for Bastille Day,http://www.newsmax.com/Politics/trump-france-bastille-day/2017/07/12/id/801159/,en,,0,0,0,0,25349,NewsMax,
713017756,##########,Report: Obama's DOJ Let Russian Lawyer Into US,http://www.Newsmax.com/Newsfront/lawyer-lobbyist-adoption-DOJ/2017/07/12/id/801351,en,,0,1627,0,0,25349,NewsMax,
713098603,##########,GOP Lawmaker Flores to Trump: Boot Your Kids Out of WH,http://www.Newsmax.com/Politics/GOP-lawmaker-bill-flores-trump/2017/07/14/id/801661,en,,0,0,1,0,25349,NewsMax,
690403619,##########,"Russian Lawyer Had Ties to DNC, Anti-Trump Dossier",http://www.newsmax.com/Newsfront/Russian-lawyer-ties-DNC/2017/07/09/id/800676/,en,,0,1448,1,0,25349,NewsMax,
712783177,7/14/17 23:28,BOZELL & GRAHAM: CNN's White-Whale Russia Obsession,http://www.dailywire.com/news/18624/bozell-graham-cnns-white-whale-russia-obsession-l-brent-bozell-iii,en,,0,958,0,0,269352,Daily Wire,
694913975,7/12/17 10:06,Donald Trump Jr. Wanted Dirt On Hillary From the Russian Govt. — OMG That's AWESOME!,http://www.dailywire.com/news/18503/donald-trump-jr-wanted-dirt-hillary-russian-govt-%E2%80%94-john-nolte,en,,0,9214,0,0,269352,Daily Wire,
692737824,undateable,Shock: Comey's Past Shows a Completely Different Tune Toward Obama,https://conservativetribune.com/comeys-past-obama/,en,,0,0,1,0,113634,conservativetribune.com,
692563388,##########,Obama DOJ approved entry for Russian who later met with Trump Jr.,http://www.wnd.com/2017/07/obama-doj-approved-entry-for-russian-who-later-met-with-trump-jr/#4ZR5BiveiUKptIz3.99,en,,0,769,0,0,28137,Michael Savage,
669990513,7/11/17 20:37,"Curiousor and Curiousor – Natalia Veselnitskaya Pictured With Obama Officals in DC on June 14th, 2016…",https://theconservativetreehouse.com/2017/07/11/curiousor-and-curiousor-natalia-veselnitskaya-pictured-with-obama-officals-in-dc-on-june-14th-2016/,en,,11,5116,3,9,24829,Conservative Treehouse,
657027458,7/13/17 19:43,Part II: The Defeat of ISIS &#8211; Special U.S. Presidential Envoy Brett McGurk Briefs Media on Global Coalition To Defeat ISIS&#8230;,https://theconservativetreehouse.com/2017/07/13/part-ii-the-defeat-of-isis-special-u-s-presidential-envoy-brett-mcgurk-briefs-media-on-global-coalition-to-defeat-isis/,en,,0,83,0,0,24829,Conservative Treehouse,
655794458,7/11/17 20:37,"Curiosor and Curiosor &#8211; Natalia Veselnitskaya Pictured With Obama Officals in DC on June 14th, 2016&#8230;",https://theconservativetreehouse.com/2017/07/11/curiosor-and-curiosor-natalia-veselnitskaya-pictured-with-obama-officals-in-dc-on-june-14th-2016/,en,,0,5120,2,0,24829,Conservative Treehouse,
655246678,7/10/17 20:16,Sarah Sanders and Marc Short Deliver White House Press Briefing (Audio and Transcript)&#8230;,https://theconservativetreehouse.com/2017/07/10/sarah-sanders-and-marc-short-deliver-white-house-press-briefing-audio-and-transcript/,en,,0,26,1,0,24829,Conservative Treehouse,
656507329,7/13/17 0:20,July 13th &#8211; 2017 Presidential Politics &#8211; Trump Administration Day #175,https://theconservativetreehouse.com/2017/07/13/july-13th-2017-presidential-politics-trump-administration-day-175/,en,,0,2,0,0,24829,Conservative Treehouse,
656830277,7/13/17 11:30,President Donald Trump and President Emmanuel Macron Presser &#8211; 12:30pm EDT Livestream&#8230;,https://theconservativetreehouse.com/2017/07/13/president-donald-trump-and-president-emmanuel-macron-presser-1230pm-edt-livestream/,en,,0,28,0,0,24829,Conservative Treehouse,
805966855,7/14/17 14:03,Russian-American lobbyist also in Donald Trump Jr. meeting identified,http://www.washingtonexaminer.com/russian-american-lobbyist-also-in-donald-trump-jr-meeting-identified-as-rinat-akhmetshin/article/2628668,en,,0,72,0,0,6443,Washington Examiner,
933984399,7/11/17 0:00,Sebastian Gorka on Donald Trump Jr. meeting: Gathering dirt on rivals is 'what political campaigns do',https://www.washingtonexaminer.com/sebastian-gorka-on-donald-trump-jr-meeting-gathering-dirt-on-rivals-is-what-political-campaigns-do/article/2628261,en,,0,0,0,0,6443,Washington Examiner,
658763576,7/11/17 19:16,Byron York: Trump-Russia investigation takes sharp turn toward the dumb,http://www.washingtonexaminer.com/byron-york-trump-russia-investigation-takes-sharp-turn-toward-the-dumb/article/2628368,en,,0,686,0,0,6443,Washington Examiner,
655573055,7/11/17 11:11,Donald Trump Jr. on offer of incriminating information on Hillary Clinton from Russian government: 'Love it',http://www.washingtonexaminer.com/article/2628264,en,,0,363,0,0,6443,Washington Examiner,
664347319,7/10/17 7:03,Kremlin denies knowledge of Trump Jr. meeting with Russian lawyer,http://www.washingtonexaminer.com/kremlin-denies-knowledge-of-trump-jr-meeting-with-russian-lawyer/article/2628150,en,,0,132,1,0,6443,Washington Examiner,
655666101,7/11/17 14:19,Congressional Democrats say Donald Trump Jr.'s emails show collusion and treason,http://www.washingtonexaminer.com/article/2628298,en,,0,0,0,0,6443,Washington Examiner,
